"","date","time","county_name","county_outages","county_total","state_outages","state_perc"
"1046","10/23/2018","15:00","MARION","0","190998","48514","0.46"
"1047","10/23/2018","15:00","MARTIN","0","94739","48514","0.46"
"1048","10/23/2018","15:00","MIAMI-DADE","0","1161492","48514","0.46"
"1049","10/23/2018","15:00","MONROE","0","62035","48514","0.46"
"1050","10/23/2018","15:00","NASSAU","0","45678","48514","0.46"
"1051","10/23/2018","15:00","OKALOOSA","0","109967","48514","0.46"
"1052","10/23/2018","15:00","OKEECHOBEE","0","22420","48514","0.46"
"1053","10/23/2018","15:00","ORANGE","0","582021","48514","0.46"
"1054","10/23/2018","15:00","OSCEOLA","0","153219","48514","0.46"
"1055","10/23/2018","15:00","PALM","0","777888","48514","0.46"
"1056","10/23/2018","15:00","PASCO","0","270524","48514","0.46"
"1057","10/23/2018","15:00","PINELLAS","0","537090","48514","0.46"
"1058","10/23/2018","15:00","POLK","0","332026","48514","0.46"
"1059","10/23/2018","15:00","PUTNAM","0","41195","48514","0.46"
"1060","10/23/2018","15:00","SANTA","0","80308","48514","0.46"
"1061","10/23/2018","15:00","SARASOTA","0","270195","48514","0.46"
"1062","10/23/2018","15:00","SEMINOLE","0","209801","48514","0.46"
"1063","10/23/2018","15:00","ST.","0","134966","48514","0.46"
"1064","10/23/2018","15:00","ST.","0","156999","48514","0.46"
"1065","10/23/2018","15:00","SUMTER","0","75106","48514","0.46"
"1066","10/23/2018","15:00","SUWANNEE","0","22612","48514","0.46"
"1067","10/23/2018","15:00","TAYLOR","0","13343","48514","0.46"
"1068","10/23/2018","15:00","UNION","0","5383","48514","0.46"
"1069","10/23/2018","15:00","VOLUSIA","0","289325","48514","0.46"
"1070","10/23/2018","15:00","WAKULLA","5","15915","48514","0.46"
"1071","10/23/2018","15:00","WALTON","0","60490","48514","0.46"
"1072","10/23/2018","15:00","WASHINGTON","1656","13211","48514","0.46"
"1073","10/23/2018","18:00","ALACHUA","0","130145","43382","0.41"
"1074","10/23/2018","18:00","BAKER","0","11589","43382","0.41"
"1075","10/23/2018","18:00","BAY","18063","117625","43382","0.41"
"1076","10/23/2018","18:00","BRADFORD","0","12592","43382","0.41"
"1077","10/23/2018","18:00","BREVARD","0","312898","43382","0.41"
"1078","10/23/2018","18:00","BROWARD","0","939531","43382","0.41"
"1079","10/23/2018","18:00","CALHOUN","4772","6937","43382","0.41"
"1080","10/23/2018","18:00","CHARLOTTE","0","117437","43382","0.41"
"1081","10/23/2018","18:00","CITRUS","0","88238","43382","0.41"
"1082","10/23/2018","18:00","CLAY","0","94266","43382","0.41"
"1083","10/23/2018","18:00","COLLIER","0","250710","43382","0.41"
"1084","10/23/2018","18:00","COLUMBIA","0","33514","43382","0.41"
"1085","10/23/2018","18:00","DESOTO","0","17827","43382","0.41"
"1086","10/23/2018","18:00","DIXIE","0","10113","43382","0.41"
"1087","10/23/2018","18:00","DUVAL","0","449806","43382","0.41"
"1088","10/23/2018","18:00","ESCAMBIA","0","156436","43382","0.41"
"1089","10/23/2018","18:00","FLAGLER","0","59627","43382","0.41"
"1090","10/23/2018","18:00","FRANKLIN","0","10642","43382","0.41"
"1091","10/23/2018","18:00","GADSDEN","1965","22425","43382","0.41"
"1092","10/23/2018","18:00","GILCHRIST","0","9109","43382","0.41"
"1093","10/23/2018","18:00","GLADES","0","7435","43382","0.41"
"1094","10/23/2018","18:00","GULF","1969","11026","43382","0.41"
"1095","10/23/2018","18:00","HAMILTON","0","6807","43382","0.41"
"1096","10/23/2018","18:00","HARDEE","0","12375","43382","0.41"
"1097","10/23/2018","18:00","HENDRY","0","18586","43382","0.41"
"1098","10/23/2018","18:00","HERNANDO","0","95043","43382","0.41"
"1099","10/23/2018","18:00","HIGHLANDS","0","62344","43382","0.41"
"1100","10/23/2018","18:00","HILLSBOROUGH","0","634262","43382","0.41"
"1101","10/23/2018","18:00","HOLMES","0","10347","43382","0.41"
"1102","10/23/2018","18:00","INDIAN","0","93042","43382","0.41"
"1103","10/23/2018","18:00","JACKSON","14298","24048","43382","0.41"
"1104","10/23/2018","18:00","JEFFERSON","0","8376","43382","0.41"
"1105","10/23/2018","18:00","LAFAYETTE","0","4192","43382","0.41"
"1106","10/23/2018","18:00","LAKE","0","180116","43382","0.41"
"1107","10/23/2018","18:00","LEE","0","445581","43382","0.41"
"1108","10/23/2018","18:00","LEON","34","149600","43382","0.41"
"1109","10/23/2018","18:00","LEVY","0","25132","43382","0.41"
"1110","10/23/2018","18:00","LIBERTY","621","4081","43382","0.41"
"1111","10/23/2018","18:00","MADISON","0","11037","43382","0.41"
"1112","10/23/2018","18:00","MANATEE","0","214713","43382","0.41"
"1113","10/23/2018","18:00","MARION","0","190998","43382","0.41"
"1114","10/23/2018","18:00","MARTIN","0","94739","43382","0.41"
"1115","10/23/2018","18:00","MIAMI-DADE","0","1161492","43382","0.41"
"1116","10/23/2018","18:00","MONROE","0","62035","43382","0.41"
"1117","10/23/2018","18:00","NASSAU","0","45678","43382","0.41"
"1118","10/23/2018","18:00","OKALOOSA","0","109967","43382","0.41"
"1119","10/23/2018","18:00","OKEECHOBEE","0","22420","43382","0.41"
"1120","10/23/2018","18:00","ORANGE","0","582021","43382","0.41"
"1121","10/23/2018","18:00","OSCEOLA","0","153219","43382","0.41"
"1122","10/23/2018","18:00","PALM","0","777888","43382","0.41"
"1123","10/23/2018","18:00","PASCO","0","270524","43382","0.41"
"1124","10/23/2018","18:00","PINELLAS","0","537090","43382","0.41"
"1125","10/23/2018","18:00","POLK","0","332026","43382","0.41"
"1126","10/23/2018","18:00","PUTNAM","0","41195","43382","0.41"
"1127","10/23/2018","18:00","SANTA","0","80308","43382","0.41"
"1128","10/23/2018","18:00","SARASOTA","0","270195","43382","0.41"
"1129","10/23/2018","18:00","SEMINOLE","0","209801","43382","0.41"
"1130","10/23/2018","18:00","ST.","0","134966","43382","0.41"
"1131","10/23/2018","18:00","ST.","0","156999","43382","0.41"
"1132","10/23/2018","18:00","SUMTER","0","75106","43382","0.41"
"1133","10/23/2018","18:00","SUWANNEE","0","22612","43382","0.41"
"1134","10/23/2018","18:00","TAYLOR","0","13343","43382","0.41"
"1135","10/23/2018","18:00","UNION","0","5383","43382","0.41"
"1136","10/23/2018","18:00","VOLUSIA","0","289325","43382","0.41"
"1137","10/23/2018","18:00","WAKULLA","4","15915","43382","0.41"
"1138","10/23/2018","18:00","WALTON","0","60490","43382","0.41"
"1139","10/23/2018","18:00","WASHINGTON","1656","13211","43382","0.41"
"1140","10/23/2018","21:00","ALACHUA","0","130145","38311","0.36"
"1141","10/23/2018","21:00","BAKER","0","11589","38311","0.36"
"1142","10/23/2018","21:00","BAY","14406","117625","38311","0.36"
"1143","10/23/2018","21:00","BRADFORD","0","12592","38311","0.36"
"1144","10/23/2018","21:00","BREVARD","0","312898","38311","0.36"
"1145","10/23/2018","21:00","BROWARD","0","939531","38311","0.36"
"1146","10/23/2018","21:00","CALHOUN","4622","6937","38311","0.36"
"1147","10/23/2018","21:00","CHARLOTTE","0","117437","38311","0.36"
"1148","10/23/2018","21:00","CITRUS","0","88238","38311","0.36"
"1149","10/23/2018","21:00","CLAY","0","94266","38311","0.36"
"1150","10/23/2018","21:00","COLLIER","0","250710","38311","0.36"
"1151","10/23/2018","21:00","COLUMBIA","0","33514","38311","0.36"
"1152","10/23/2018","21:00","DESOTO","0","17827","38311","0.36"
"1153","10/23/2018","21:00","DIXIE","0","10113","38311","0.36"
"1154","10/23/2018","21:00","DUVAL","0","449806","38311","0.36"
"1155","10/23/2018","21:00","ESCAMBIA","0","156436","38311","0.36"
"1156","10/23/2018","21:00","FLAGLER","0","59627","38311","0.36"
"1157","10/23/2018","21:00","FRANKLIN","0","10642","38311","0.36"
"1158","10/23/2018","21:00","GADSDEN","1485","22425","38311","0.36"
"1159","10/23/2018","21:00","GILCHRIST","0","9109","38311","0.36"
"1160","10/23/2018","21:00","GLADES","0","7435","38311","0.36"
"1161","10/23/2018","21:00","GULF","1969","11026","38311","0.36"
"1162","10/23/2018","21:00","HAMILTON","0","6807","38311","0.36"
"1163","10/23/2018","21:00","HARDEE","0","12375","38311","0.36"
"1164","10/23/2018","21:00","HENDRY","0","18586","38311","0.36"
"1165","10/23/2018","21:00","HERNANDO","0","95043","38311","0.36"
"1166","10/23/2018","21:00","HIGHLANDS","0","62344","38311","0.36"
"1167","10/23/2018","21:00","HILLSBOROUGH","0","634262","38311","0.36"
"1168","10/23/2018","21:00","HOLMES","0","10347","38311","0.36"
"1169","10/23/2018","21:00","INDIAN","0","93042","38311","0.36"
"1170","10/23/2018","21:00","JACKSON","13898","24048","38311","0.36"
"1171","10/23/2018","21:00","JEFFERSON","0","8376","38311","0.36"
"1172","10/23/2018","21:00","LAFAYETTE","0","4192","38311","0.36"
"1173","10/23/2018","21:00","LAKE","0","180116","38311","0.36"
"1174","10/23/2018","21:00","LEE","0","445581","38311","0.36"
"1175","10/23/2018","21:00","LEON","24","149600","38311","0.36"
"1176","10/23/2018","21:00","LEVY","0","25132","38311","0.36"
"1177","10/23/2018","21:00","LIBERTY","548","4081","38311","0.36"
"1178","10/23/2018","21:00","MADISON","0","11037","38311","0.36"
"1179","10/23/2018","21:00","MANATEE","0","214713","38311","0.36"
"1180","10/23/2018","21:00","MARION","0","190998","38311","0.36"
"1181","10/23/2018","21:00","MARTIN","0","94739","38311","0.36"
"1182","10/23/2018","21:00","MIAMI-DADE","0","1161492","38311","0.36"
"1183","10/23/2018","21:00","MONROE","0","62035","38311","0.36"
"1184","10/23/2018","21:00","NASSAU","0","45678","38311","0.36"
"1185","10/23/2018","21:00","OKALOOSA","0","109967","38311","0.36"
"1186","10/23/2018","21:00","OKEECHOBEE","0","22420","38311","0.36"
"1187","10/23/2018","21:00","ORANGE","0","582021","38311","0.36"
"1188","10/23/2018","21:00","OSCEOLA","0","153219","38311","0.36"
"1189","10/23/2018","21:00","PALM","0","777888","38311","0.36"
"1190","10/23/2018","21:00","PASCO","0","270524","38311","0.36"
"1191","10/23/2018","21:00","PINELLAS","0","537090","38311","0.36"
"1192","10/23/2018","21:00","POLK","0","332026","38311","0.36"
"1193","10/23/2018","21:00","PUTNAM","0","41195","38311","0.36"
"1194","10/23/2018","21:00","SANTA","0","80308","38311","0.36"
"1195","10/23/2018","21:00","SARASOTA","0","270195","38311","0.36"
"1196","10/23/2018","21:00","SEMINOLE","0","209801","38311","0.36"
"1197","10/23/2018","21:00","ST.","0","134966","38311","0.36"
"1198","10/23/2018","21:00","ST.","0","156999","38311","0.36"
"1199","10/23/2018","21:00","SUMTER","0","75106","38311","0.36"
"1200","10/23/2018","21:00","SUWANNEE","0","22612","38311","0.36"
"1201","10/23/2018","21:00","TAYLOR","0","13343","38311","0.36"
"1202","10/23/2018","21:00","UNION","0","5383","38311","0.36"
"1203","10/23/2018","21:00","VOLUSIA","0","289325","38311","0.36"
"1204","10/23/2018","21:00","WAKULLA","3","15915","38311","0.36"
"1205","10/23/2018","21:00","WALTON","0","60490","38311","0.36"
"1206","10/23/2018","21:00","WASHINGTON","1356","13211","38311","0.36"
"1207","10/24/2018","0:00","ALACHUA","0","130145","38311","0.36"
"1208","10/24/2018","0:00","BAKER","0","11589","38311","0.36"
"1209","10/24/2018","0:00","BAY","14406","117625","38311","0.36"
"1210","10/24/2018","0:00","BRADFORD","0","12592","38311","0.36"
"1211","10/24/2018","0:00","BREVARD","0","312898","38311","0.36"
"1212","10/24/2018","0:00","BROWARD","0","939531","38311","0.36"
"1213","10/24/2018","0:00","CALHOUN","4622","6937","38311","0.36"
"1214","10/24/2018","0:00","CHARLOTTE","0","117437","38311","0.36"
"1215","10/24/2018","0:00","CITRUS","0","88238","38311","0.36"
"1216","10/24/2018","0:00","CLAY","0","94266","38311","0.36"
"1217","10/24/2018","0:00","COLLIER","0","250710","38311","0.36"
"1218","10/24/2018","0:00","COLUMBIA","0","33514","38311","0.36"
"1219","10/24/2018","0:00","DESOTO","0","17827","38311","0.36"
"1220","10/24/2018","0:00","DIXIE","0","10113","38311","0.36"
"1221","10/24/2018","0:00","DUVAL","0","449806","38311","0.36"
"1222","10/24/2018","0:00","ESCAMBIA","0","156436","38311","0.36"
"1223","10/24/2018","0:00","FLAGLER","0","59627","38311","0.36"
"1224","10/24/2018","0:00","FRANKLIN","0","10642","38311","0.36"
"1225","10/24/2018","0:00","GADSDEN","1485","22425","38311","0.36"
"1226","10/24/2018","0:00","GILCHRIST","0","9109","38311","0.36"
"1227","10/24/2018","0:00","GLADES","0","7435","38311","0.36"
"1228","10/24/2018","0:00","GULF","1969","11026","38311","0.36"
"1229","10/24/2018","0:00","HAMILTON","0","6807","38311","0.36"
"1230","10/24/2018","0:00","HARDEE","0","12375","38311","0.36"
"1231","10/24/2018","0:00","HENDRY","0","18586","38311","0.36"
"1232","10/24/2018","0:00","HERNANDO","0","95043","38311","0.36"
"1233","10/24/2018","0:00","HIGHLANDS","0","62344","38311","0.36"
"1234","10/24/2018","0:00","HILLSBOROUGH","0","634262","38311","0.36"
"1235","10/24/2018","0:00","HOLMES","0","10347","38311","0.36"
"1236","10/24/2018","0:00","INDIAN","0","93042","38311","0.36"
"1237","10/24/2018","0:00","JACKSON","13898","24048","38311","0.36"
"1238","10/24/2018","0:00","JEFFERSON","0","8376","38311","0.36"
"1239","10/24/2018","0:00","LAFAYETTE","0","4192","38311","0.36"
"1240","10/24/2018","0:00","LAKE","0","180116","38311","0.36"
"1241","10/24/2018","0:00","LEE","0","445581","38311","0.36"
"1242","10/24/2018","0:00","LEON","24","149600","38311","0.36"
"1243","10/24/2018","0:00","LEVY","0","25132","38311","0.36"
"1244","10/24/2018","0:00","LIBERTY","548","4081","38311","0.36"
"1245","10/24/2018","0:00","MADISON","0","11037","38311","0.36"
"1246","10/24/2018","0:00","MANATEE","0","214713","38311","0.36"
"1247","10/24/2018","0:00","MARION","0","190998","38311","0.36"
"1248","10/24/2018","0:00","MARTIN","0","94739","38311","0.36"
"1249","10/24/2018","0:00","MIAMI-DADE","0","1161492","38311","0.36"
"1250","10/24/2018","0:00","MONROE","0","62035","38311","0.36"
"1251","10/24/2018","0:00","NASSAU","0","45678","38311","0.36"
"1252","10/24/2018","0:00","OKALOOSA","0","109967","38311","0.36"
"1253","10/24/2018","0:00","OKEECHOBEE","0","22420","38311","0.36"
"1254","10/24/2018","0:00","ORANGE","0","582021","38311","0.36"
"1255","10/24/2018","0:00","OSCEOLA","0","153219","38311","0.36"
"1256","10/24/2018","0:00","PALM","0","777888","38311","0.36"
"1257","10/24/2018","0:00","PASCO","0","270524","38311","0.36"
"1258","10/24/2018","0:00","PINELLAS","0","537090","38311","0.36"
"1259","10/24/2018","0:00","POLK","0","332026","38311","0.36"
"1260","10/24/2018","0:00","PUTNAM","0","41195","38311","0.36"
"1261","10/24/2018","0:00","SANTA","0","80308","38311","0.36"
"1262","10/24/2018","0:00","SARASOTA","0","270195","38311","0.36"
"1263","10/24/2018","0:00","SEMINOLE","0","209801","38311","0.36"
"1264","10/24/2018","0:00","ST.","0","134966","38311","0.36"
"1265","10/24/2018","0:00","ST.","0","156999","38311","0.36"
"1266","10/24/2018","0:00","SUMTER","0","75106","38311","0.36"
"1267","10/24/2018","0:00","SUWANNEE","0","22612","38311","0.36"
"1268","10/24/2018","0:00","TAYLOR","0","13343","38311","0.36"
"1269","10/24/2018","0:00","UNION","0","5383","38311","0.36"
"1270","10/24/2018","0:00","VOLUSIA","0","289325","38311","0.36"
"1271","10/24/2018","0:00","WAKULLA","3","15915","38311","0.36"
"1272","10/24/2018","0:00","WALTON","0","60490","38311","0.36"
"1273","10/24/2018","0:00","WASHINGTON","1356","13211","38311","0.36"
"1274","10/24/2018","3:00","ALACHUA","0","130145","38311","0.36"
"1275","10/24/2018","3:00","BAKER","0","11589","38311","0.36"
"1276","10/24/2018","3:00","BAY","14406","117625","38311","0.36"
"1277","10/24/2018","3:00","BRADFORD","0","12592","38311","0.36"
"1278","10/24/2018","3:00","BREVARD","0","312898","38311","0.36"
"1279","10/24/2018","3:00","BROWARD","0","939531","38311","0.36"
"1280","10/24/2018","3:00","CALHOUN","4622","6937","38311","0.36"
"1281","10/24/2018","3:00","CHARLOTTE","0","117437","38311","0.36"
"1282","10/24/2018","3:00","CITRUS","0","88238","38311","0.36"
"1283","10/24/2018","3:00","CLAY","0","94266","38311","0.36"
"1284","10/24/2018","3:00","COLLIER","0","250710","38311","0.36"
"1285","10/24/2018","3:00","COLUMBIA","0","33514","38311","0.36"
"1286","10/24/2018","3:00","DESOTO","0","17827","38311","0.36"
"1287","10/24/2018","3:00","DIXIE","0","10113","38311","0.36"
"1288","10/24/2018","3:00","DUVAL","0","449806","38311","0.36"
"1289","10/24/2018","3:00","ESCAMBIA","0","156436","38311","0.36"
"1290","10/24/2018","3:00","FLAGLER","0","59627","38311","0.36"
"1291","10/24/2018","3:00","FRANKLIN","0","10642","38311","0.36"
"1292","10/24/2018","3:00","GADSDEN","1485","22425","38311","0.36"
"1293","10/24/2018","3:00","GILCHRIST","0","9109","38311","0.36"
"1294","10/24/2018","3:00","GLADES","0","7435","38311","0.36"
"1295","10/24/2018","3:00","GULF","1969","11026","38311","0.36"
"1296","10/24/2018","3:00","HAMILTON","0","6807","38311","0.36"
"1297","10/24/2018","3:00","HARDEE","0","12375","38311","0.36"
"1298","10/24/2018","3:00","HENDRY","0","18586","38311","0.36"
"1299","10/24/2018","3:00","HERNANDO","0","95043","38311","0.36"
"1300","10/24/2018","3:00","HIGHLANDS","0","62344","38311","0.36"
"1301","10/24/2018","3:00","HILLSBOROUGH","0","634262","38311","0.36"
"1302","10/24/2018","3:00","HOLMES","0","10347","38311","0.36"
"1303","10/24/2018","3:00","INDIAN","0","93042","38311","0.36"
"1304","10/24/2018","3:00","JACKSON","13898","24048","38311","0.36"
"1305","10/24/2018","3:00","JEFFERSON","0","8376","38311","0.36"
"1306","10/24/2018","3:00","LAFAYETTE","0","4192","38311","0.36"
"1307","10/24/2018","3:00","LAKE","0","180116","38311","0.36"
"1308","10/24/2018","3:00","LEE","0","445581","38311","0.36"
"1309","10/24/2018","3:00","LEON","24","149600","38311","0.36"
"1310","10/24/2018","3:00","LEVY","0","25132","38311","0.36"
"1311","10/24/2018","3:00","LIBERTY","548","4081","38311","0.36"
"1312","10/24/2018","3:00","MADISON","0","11037","38311","0.36"
"1313","10/24/2018","3:00","MANATEE","0","214713","38311","0.36"
"1314","10/24/2018","3:00","MARION","0","190998","38311","0.36"
"1315","10/24/2018","3:00","MARTIN","0","94739","38311","0.36"
"1316","10/24/2018","3:00","MIAMI-DADE","0","1161492","38311","0.36"
"1317","10/24/2018","3:00","MONROE","0","62035","38311","0.36"
"1318","10/24/2018","3:00","NASSAU","0","45678","38311","0.36"
"1319","10/24/2018","3:00","OKALOOSA","0","109967","38311","0.36"
"1320","10/24/2018","3:00","OKEECHOBEE","0","22420","38311","0.36"
"1321","10/24/2018","3:00","ORANGE","0","582021","38311","0.36"
"1322","10/24/2018","3:00","OSCEOLA","0","153219","38311","0.36"
"1323","10/24/2018","3:00","PALM","0","777888","38311","0.36"
"1324","10/24/2018","3:00","PASCO","0","270524","38311","0.36"
"1325","10/24/2018","3:00","PINELLAS","0","537090","38311","0.36"
"1326","10/24/2018","3:00","POLK","0","332026","38311","0.36"
"1327","10/24/2018","3:00","PUTNAM","0","41195","38311","0.36"
"1328","10/24/2018","3:00","SANTA","0","80308","38311","0.36"
"1329","10/24/2018","3:00","SARASOTA","0","270195","38311","0.36"
"1330","10/24/2018","3:00","SEMINOLE","0","209801","38311","0.36"
"1331","10/24/2018","3:00","ST.","0","134966","38311","0.36"
"1332","10/24/2018","3:00","ST.","0","156999","38311","0.36"
"1333","10/24/2018","3:00","SUMTER","0","75106","38311","0.36"
"1334","10/24/2018","3:00","SUWANNEE","0","22612","38311","0.36"
"1335","10/24/2018","3:00","TAYLOR","0","13343","38311","0.36"
"1336","10/24/2018","3:00","UNION","0","5383","38311","0.36"
"1337","10/24/2018","3:00","VOLUSIA","0","289325","38311","0.36"
"1338","10/24/2018","3:00","WAKULLA","3","15915","38311","0.36"
"1339","10/24/2018","3:00","WALTON","0","60490","38311","0.36"
"1340","10/24/2018","3:00","WASHINGTON","1356","13211","38311","0.36"
"1341","10/24/2018","6:00","ALACHUA","0","130145","34705","0.33"
"1342","10/24/2018","6:00","BAKER","0","11589","34705","0.33"
"1343","10/24/2018","6:00","BAY","10788","117625","34705","0.33"
"1344","10/24/2018","6:00","BRADFORD","0","12592","34705","0.33"
"1345","10/24/2018","6:00","BREVARD","0","312898","34705","0.33"
"1346","10/24/2018","6:00","BROWARD","0","939531","34705","0.33"
"1347","10/24/2018","6:00","CALHOUN","4622","6937","34705","0.33"
"1348","10/24/2018","6:00","CHARLOTTE","0","117437","34705","0.33"
"1349","10/24/2018","6:00","CITRUS","0","88238","34705","0.33"
"1350","10/24/2018","6:00","CLAY","0","94266","34705","0.33"
"1351","10/24/2018","6:00","COLLIER","0","250710","34705","0.33"
"1352","10/24/2018","6:00","COLUMBIA","0","33514","34705","0.33"
"1353","10/24/2018","6:00","DESOTO","0","17827","34705","0.33"
"1354","10/24/2018","6:00","DIXIE","0","10113","34705","0.33"
"1355","10/24/2018","6:00","DUVAL","0","449806","34705","0.33"
"1356","10/24/2018","6:00","ESCAMBIA","0","156436","34705","0.33"
"1357","10/24/2018","6:00","FLAGLER","0","59627","34705","0.33"
"1358","10/24/2018","6:00","FRANKLIN","0","10642","34705","0.33"
"1359","10/24/2018","6:00","GADSDEN","1497","22425","34705","0.33"
"1360","10/24/2018","6:00","GILCHRIST","0","9109","34705","0.33"
"1361","10/24/2018","6:00","GLADES","0","7435","34705","0.33"
"1362","10/24/2018","6:00","GULF","1969","11026","34705","0.33"
"1363","10/24/2018","6:00","HAMILTON","0","6807","34705","0.33"
"1364","10/24/2018","6:00","HARDEE","0","12375","34705","0.33"
"1365","10/24/2018","6:00","HENDRY","0","18586","34705","0.33"
"1366","10/24/2018","6:00","HERNANDO","0","95043","34705","0.33"
"1367","10/24/2018","6:00","HIGHLANDS","0","62344","34705","0.33"
"1368","10/24/2018","6:00","HILLSBOROUGH","0","634262","34705","0.33"
"1369","10/24/2018","6:00","HOLMES","0","10347","34705","0.33"
"1370","10/24/2018","6:00","INDIAN","0","93042","34705","0.33"
"1371","10/24/2018","6:00","JACKSON","13898","24048","34705","0.33"
"1372","10/24/2018","6:00","JEFFERSON","0","8376","34705","0.33"
"1373","10/24/2018","6:00","LAFAYETTE","0","4192","34705","0.33"
"1374","10/24/2018","6:00","LAKE","0","180116","34705","0.33"
"1375","10/24/2018","6:00","LEE","0","445581","34705","0.33"
"1376","10/24/2018","6:00","LEON","24","149600","34705","0.33"
"1377","10/24/2018","6:00","LEVY","0","25132","34705","0.33"
"1378","10/24/2018","6:00","LIBERTY","548","4081","34705","0.33"
"1379","10/24/2018","6:00","MADISON","0","11037","34705","0.33"
"1380","10/24/2018","6:00","MANATEE","0","214713","34705","0.33"
"1381","10/24/2018","6:00","MARION","0","190998","34705","0.33"
"1382","10/24/2018","6:00","MARTIN","0","94739","34705","0.33"
"1383","10/24/2018","6:00","MIAMI-DADE","0","1161492","34705","0.33"
"1384","10/24/2018","6:00","MONROE","0","62035","34705","0.33"
"1385","10/24/2018","6:00","NASSAU","0","45678","34705","0.33"
"1386","10/24/2018","6:00","OKALOOSA","0","109967","34705","0.33"
"1387","10/24/2018","6:00","OKEECHOBEE","0","22420","34705","0.33"
"1388","10/24/2018","6:00","ORANGE","0","582021","34705","0.33"
"1389","10/24/2018","6:00","OSCEOLA","0","153219","34705","0.33"
"1390","10/24/2018","6:00","PALM","0","777888","34705","0.33"
"1391","10/24/2018","6:00","PASCO","0","270524","34705","0.33"
"1392","10/24/2018","6:00","PINELLAS","0","537090","34705","0.33"
"1393","10/24/2018","6:00","POLK","0","332026","34705","0.33"
"1394","10/24/2018","6:00","PUTNAM","0","41195","34705","0.33"
"1395","10/24/2018","6:00","SANTA","0","80308","34705","0.33"
"1396","10/24/2018","6:00","SARASOTA","0","270195","34705","0.33"
"1397","10/24/2018","6:00","SEMINOLE","0","209801","34705","0.33"
"1398","10/24/2018","6:00","ST.","0","134966","34705","0.33"
"1399","10/24/2018","6:00","ST.","0","156999","34705","0.33"
"1400","10/24/2018","6:00","SUMTER","0","75106","34705","0.33"
"1401","10/24/2018","6:00","SUWANNEE","0","22612","34705","0.33"
"1402","10/24/2018","6:00","TAYLOR","0","13343","34705","0.33"
"1403","10/24/2018","6:00","UNION","0","5383","34705","0.33"
"1404","10/24/2018","6:00","VOLUSIA","0","289325","34705","0.33"
"1405","10/24/2018","6:00","WAKULLA","3","15915","34705","0.33"
"1406","10/24/2018","6:00","WALTON","0","60490","34705","0.33"
"1407","10/24/2018","6:00","WASHINGTON","1356","13211","34705","0.33"
"1408","10/24/2018","12:00","ALACHUA","0","130145","31648","0.3"
"1409","10/24/2018","12:00","BAKER","0","11589","31648","0.3"
"1410","10/24/2018","12:00","BAY","9280","117625","31648","0.3"
"1411","10/24/2018","12:00","BRADFORD","0","12592","31648","0.3"
"1412","10/24/2018","12:00","BREVARD","0","312898","31648","0.3"
"1413","10/24/2018","12:00","BROWARD","0","939531","31648","0.3"
"1414","10/24/2018","12:00","CALHOUN","4534","6937","31648","0.3"
"1415","10/24/2018","12:00","CHARLOTTE","0","117437","31648","0.3"
"1416","10/24/2018","12:00","CITRUS","0","88238","31648","0.3"
"1417","10/24/2018","12:00","CLAY","0","94266","31648","0.3"
"1418","10/24/2018","12:00","COLLIER","0","250710","31648","0.3"
"1419","10/24/2018","12:00","COLUMBIA","0","33514","31648","0.3"
"1420","10/24/2018","12:00","DESOTO","0","17827","31648","0.3"
"1421","10/24/2018","12:00","DIXIE","0","10113","31648","0.3"
"1422","10/24/2018","12:00","DUVAL","0","449806","31648","0.3"
"1423","10/24/2018","12:00","ESCAMBIA","0","156436","31648","0.3"
"1424","10/24/2018","12:00","FLAGLER","0","59627","31648","0.3"
"1425","10/24/2018","12:00","FRANKLIN","0","10642","31648","0.3"
"1426","10/24/2018","12:00","GADSDEN","1260","22425","31648","0.3"
"1427","10/24/2018","12:00","GILCHRIST","0","9109","31648","0.3"
"1428","10/24/2018","12:00","GLADES","0","7435","31648","0.3"
"1429","10/24/2018","12:00","GULF","1768","11026","31648","0.3"
"1430","10/24/2018","12:00","HAMILTON","0","6807","31648","0.3"
"1431","10/24/2018","12:00","HARDEE","0","12375","31648","0.3"
"1432","10/24/2018","12:00","HENDRY","0","18586","31648","0.3"
"1433","10/24/2018","12:00","HERNANDO","0","95043","31648","0.3"
"1434","10/24/2018","12:00","HIGHLANDS","0","62344","31648","0.3"
"1435","10/24/2018","12:00","HILLSBOROUGH","0","634262","31648","0.3"
"1436","10/24/2018","12:00","HOLMES","0","10347","31648","0.3"
"1437","10/24/2018","12:00","INDIAN","0","93042","31648","0.3"
"1438","10/24/2018","12:00","JACKSON","12967","24048","31648","0.3"
"1439","10/24/2018","12:00","JEFFERSON","0","8376","31648","0.3"
"1440","10/24/2018","12:00","LAFAYETTE","0","4192","31648","0.3"
"1441","10/24/2018","12:00","LAKE","0","180116","31648","0.3"
"1442","10/24/2018","12:00","LEE","0","445581","31648","0.3"
"1443","10/24/2018","12:00","LEON","20","149600","31648","0.3"
"1444","10/24/2018","12:00","LEVY","0","25132","31648","0.3"
"1445","10/24/2018","12:00","LIBERTY","483","4081","31648","0.3"
"1446","10/24/2018","12:00","MADISON","0","11037","31648","0.3"
"1447","10/24/2018","12:00","MANATEE","0","214713","31648","0.3"
"1448","10/24/2018","12:00","MARION","0","190998","31648","0.3"
"1449","10/24/2018","12:00","MARTIN","0","94739","31648","0.3"
